Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|220976368|gb|EED94695.1|,gi|223995137|ref|XP_002287252.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.270	5	1.10e-4	3	3	1707
gi|220976784|gb|EED95111.1|,gi|223995989|ref|XP_002287668.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.097	5	6.48e-5	2	2	1708
gi|220976953|gb|EED95280.1|,gi|223996327|ref|XP_002287837.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.036	5	2.02e-5	3	3	1709
gi|220977027|gb|EED95354.1|,gi|223996475|ref|XP_002287911.1|	hypothetical protein THAPSDRAFT_268300 [Thalassiosira pseudonana CCMP1335]	0.165	5	7.62e-5	3	3	1710
gi|220977338|gb|EED95664.1|,gi|223992679|ref|XP_002286023.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.023	5	5.98e-5	1	1	1711
gi|220977543|gb|EED95869.1|,gi|223993089|ref|XP_002286228.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.085	5	2.91e-5	4	4	1712
gi|220977683|gb|EED96009.1|,gi|223993369|ref|XP_002286368.1|	RM11, ribosomal protein 11 mitochondrial large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.193	5	1.39e-4	3	3	1713
gi|220977794|gb|EED96120.1|,gi|223993591|ref|XP_002286479.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.031	5	3.63e-5	1	1	1714
gi|220977896|gb|EED96222.1|,gi|223993795|ref|XP_002286581.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.032	5	1.21e-5	4	0	1715
gi|220977898|gb|EED96224.1|,gi|223993799|ref|XP_002286583.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.032	5	1.21e-5	4	0	1715
gi|224000627|ref|XP_002289986.1|,gi|220975194|gb|EED93523.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.035	5	1.34e-5	4	0	1715
gi|220977962|gb|EED96288.1|,gi|223993927|ref|XP_002286647.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.178	5	6.40e-5	3	3	1716
gi|220978296|gb|EED96622.1|,gi|223994595|ref|XP_002286981.1|	carboxyl-terminal protease, partial [Thalassiosira pseudonana CCMP1335]	0.099	5	5.28e-5	3	3	1717
gi|220978308|gb|EED96634.1|,gi|223994619|ref|XP_002286993.1|	HSP70 domain-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.128	5	6.65e-5	3	3	1718
gi|223992587|ref|XP_002285977.1|,gi|220977292|gb|EED95618.1|	hypothetical protein THAPSDRAFT_38957 [Thalassiosira pseudonana CCMP1335]	0.156	5	9.55e-5	3	3	1719
gi|223993007|ref|XP_002286187.1|,gi|220977502|gb|EED95828.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.432	5	2.81e-4	2	2	1720
gi|223993077|ref|XP_002286222.1|,gi|220977537|gb|EED95863.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.388	5	1.72e-4	3	3	1721
gi|223993225|ref|XP_002286296.1|,gi|220977611|gb|EED95937.1|	hypothetical protein THAPSDRAFT_31247, partial [Thalassiosira pseudonana CCMP1335]	0.093	5	6.42e-5	3	3	1722
gi|223993551|ref|XP_002286459.1|,gi|220977774|gb|EED96100.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.076	5	4.04e-5	3	3	1723
gi|223993815|ref|XP_002286591.1|,gi|220977906|gb|EED96232.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.037	5	1.03e-5	5	5	1724
gi|223994071|ref|XP_002286719.1|,gi|220978034|gb|EED96360.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.186	5	5.86e-5	5	5	1725
gi|223994117|ref|XP_002286742.1|,gi|220978057|gb|EED96383.1|	tRNA synthetase, partial [Thalassiosira pseudonana CCMP1335]	0.110	5	3.87e-5	4	4	1726
gi|223994221|ref|XP_002286794.1|,gi|220978109|gb|EED96435.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.054	5	3.74e-5	3	3	1727
gi|223994331|ref|XP_002286849.1|,gi|220978164|gb|EED96490.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.088	5	7.06e-5	2	2	1728
gi|223994625|ref|XP_002286996.1|,gi|220978311|gb|EED96637.1|	U5 small nuclear ribonucleoprotein, U5 snRNP [Thalassiosira pseudonana CCMP1335]	0.063	5	2.30e-5	4	4	1729
gi|223994655|ref|XP_002287011.1|,gi|220978326|gb|EED96652.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.202	5	7.80e-5	4	4	1730
gi|223995007|ref|XP_002287187.1|,gi|220976303|gb|EED94630.1|	carnitine acetyl transferase, partial [Thalassiosira pseudonana CCMP1335]	0.064	5	3.63e-5	3	3	1731
gi|223995193|ref|XP_002287280.1|,gi|220976396|gb|EED94723.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.056	5	1.74e-5	5	5	1732
gi|223995203|ref|XP_002287285.1|,gi|220976401|gb|EED94728.1|	probable phosphoribosyl-amp cyclohydrolase [Thalassiosira pseudonana CCMP1335]	0.132	5	7.65e-5	3	3	1733
gi|223995483|ref|XP_002287415.1|,gi|220976531|gb|EED94858.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.123	5	4.42e-5	3	3	1734
gi|223996671|ref|XP_002288009.1|,gi|220977125|gb|EED95452.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.040	5	2.15e-5	3	3	1735
gi|223996717|ref|XP_002288032.1|,gi|220977148|gb|EED95475.1|	ribonuceoprotein, partial [Thalassiosira pseudonana CCMP1335]	0.067	5	5.85e-5	2	2	1736
gi|223996867|ref|XP_002288107.1|,gi|220977223|gb|EED95550.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.058	5	4.62e-5	3	3	1737
gi|223997104|ref|XP_002288225.1|,gi|220975333|gb|EED93661.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.087	5	4.01e-5	4	4	1738
gi|223997142|ref|XP_002288244.1|,gi|220975352|gb|EED93680.1|	succinoaminoimidazolecarboximide ribonucleotide synthetase [Thalassiosira pseudonana CCMP1335]	0.152	5	6.31e-5	4	4	1739
gi|220975351|gb|EED93679.1|,gi|223997140|ref|XP_002288243.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.133	5	5.52e-5	4	4	1739
gi|223997428|ref|XP_002288387.1|,gi|220975495|gb|EED93823.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.201	5	1.07e-4	3	3	1740
gi|223997766|ref|XP_002288556.1|,gi|220975664|gb|EED93992.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.075	5	2.94e-5	4	4	1741
gi|223997868|ref|XP_002288607.1|,gi|220975715|gb|EED94043.1|	hypothetical protein THAPSDRAFT_261973, partial [Thalassiosira pseudonana CCMP1335]	0.059	5	6.42e-5	1	1	1742
gi|223998192|ref|XP_002288769.1|,gi|220975877|gb|EED94205.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.136	5	4.51e-5	5	5	1743
gi|223998576|ref|XP_002288961.1|,gi|220976069|gb|EED94397.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.073	5	1.69e-4	1	1	1744
gi|223998860|ref|XP_002289103.1|,gi|220976211|gb|EED94539.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.055	5	2.45e-5	4	4	1745
gi|223998985|ref|XP_002289165.1|,gi|220974373|gb|EED92702.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.155	5	5.20e-5	4	4	1746
gi|223999027|ref|XP_002289186.1|,gi|220974394|gb|EED92723.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.039	5	2.15e-5	3	3	1747
gi|223999061|ref|XP_002289203.1|,gi|220974411|gb|EED92740.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.041	5	4.48e-5	2	2	1748
gi|223999091|ref|XP_002289218.1|,gi|220974426|gb|EED92755.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.105	5	8.07e-5	2	2	1749
gi|223999149|ref|XP_002289247.1|,gi|220974455|gb|EED92784.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.087	5	2.64e-5	4	4	1750
gi|223999243|ref|XP_002289294.1|,gi|220974502|gb|EED92831.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.153	5	1.76e-4	1	1	1751
gi|223999375|ref|XP_002289360.1|,gi|220974568|gb|EED92897.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.074	5	2.28e-5	5	5	1752
gi|223999743|ref|XP_002289544.1|,gi|220974752|gb|EED93081.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.319	5	1.79e-4	2	2	1753
gi|223999933|ref|XP_002289639.1|,gi|220974847|gb|EED93176.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.090	5	3.39e-5	4	4	1754
gi|224000017|ref|XP_002289681.1|,gi|220974889|gb|EED93218.1|	polyribonucleotide nucleotidyltransferase [Thalassiosira pseudonana CCMP1335]	0.072	5	2.89e-5	4	4	1755
gi|224000249|ref|XP_002289797.1|,gi|220975005|gb|EED93334.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.084	5	2.25e-5	5	5	1756
gi|224000395|ref|XP_002289870.1|,gi|220975078|gb|EED93407.1|	hypothetical protein THAPSDRAFT_33937 [Thalassiosira pseudonana CCMP1335]	0.109	5	6.65e-5	3	3	1757
gi|224000489|ref|XP_002289917.1|,gi|220975125|gb|EED93454.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.185	5	6.42e-5	4	4	1758
gi|224000703|ref|XP_002290024.1|,gi|220975232|gb|EED93561.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.094	5	3.91e-5	4	4	1759
gi|224000842|ref|XP_002290093.1|,gi|220973515|gb|EED91845.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.148	5	8.13e-5	3	3	1760
gi|224000936|ref|XP_002290140.1|,gi|220973562|gb|EED91892.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.113	5	2.60e-5	5	5	1761
gi|224000954|ref|XP_002290149.1|,gi|220973571|gb|EED91901.1|	UDP-glucose 4-epimerase [Thalassiosira pseudonana CCMP1335]	0.181	5	5.46e-5	5	5	1762
gi|224001172|ref|XP_002290258.1|,gi|220973680|gb|EED92010.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.022	5	8.77e-6	4	4	1763
gi|224001200|ref|XP_002290272.1|,gi|220973694|gb|EED92024.1|	proteasome subunit beta type 5 precursor [Thalassiosira pseudonana CCMP1335]	0.199	5	7.54e-5	4	4	1764
gi|224001228|ref|XP_002290286.1|,gi|220973708|gb|EED92038.1|	selenocysteine-specific elongation factor SelB, partial [Thalassiosira pseudonana CCMP1335]	0.025	5	2.56e-5	2	2	1765
gi|224001642|ref|XP_002290493.1|,gi|220973915|gb|EED92245.1|	5, 10-methylenetetrahydrofolate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.082	5	6.59e-5	2	2	1766
gi|224001960|ref|XP_002290652.1|,gi|220974074|gb|EED92404.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.072	5	2.41e-5	5	5	1767
gi|224002100|ref|XP_002290722.1|,gi|220974144|gb|EED92474.1|	nuclear copy of photosystem II protein psbW, partial [Thalassiosira pseudonana CCMP1335]	0.301	5	1.84e-4	2	2	1768
gi|224002697|ref|XP_002291020.1|,gi|220972796|gb|EED91127.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.130	5	8.19e-5	2	2	1769
gi|224003175|ref|XP_002291259.1|,gi|220973035|gb|EED91366.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.092	5	6.37e-5	3	3	1770
gi|224003501|ref|XP_002291422.1|,gi|220973198|gb|EED91529.1|	tom70-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.233	5	9.50e-5	4	4	1771
gi|224003803|ref|XP_002291573.1|,gi|220973349|gb|EED91680.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.111	5	1.65e-4	3	3	1772
gi|224003845|ref|XP_002291594.1|,gi|220973370|gb|EED91701.1|	protein transportor [Thalassiosira pseudonana CCMP1335]	0.048	5	4.35e-5	2	1	1773
gi|224003917|ref|XP_002291630.1|,gi|220973406|gb|EED91737.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.099	5	5.16e-5	3	3	1774
gi|224004132|ref|XP_002295717.1|,gi|209585749|gb|ACI64434.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.119	5	7.10e-5	4	4	1775
gi|224004360|ref|XP_002295831.1|,gi|209585863|gb|ACI64548.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.218	5	1.08e-4	3	3	1776
gi|224004660|ref|XP_002295981.1|,gi|209586013|gb|ACI64698.1|	UDP-glucose 4-epimerase; uridine diphosphoglucose epimerase; uridine diphosphate galactose 4-epimerase, partial [Thalassiosira pseudonana CCMP1335]	0.101	5	5.69e-5	3	3	1777
gi|224005162|ref|XP_002296232.1|,gi|209586264|gb|ACI64949.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.050	5	3.23e-5	2	2	1778
gi|224005302|ref|XP_002296302.1|,gi|209586334|gb|ACI65019.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.103	5	1.07e-4	2	2	1779
gi|224005362|ref|XP_002296332.1|,gi|209586364|gb|ACI65049.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.156	5	1.48e-4	2	2	1780
gi|224005647|ref|XP_002291784.1|,gi|220972303|gb|EED90635.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.027	5	1.80e-5	3	3	1781
gi|224005737|ref|XP_002291829.1|,gi|220972348|gb|EED90680.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.138	5	6.98e-5	3	2	1782
gi|224006171|ref|XP_002292046.1|,gi|220972565|gb|EED90897.1|	8-kd dynein light chain, DLC8, pin [Thalassiosira pseudonana CCMP1335]	0.442	5	2.70e-4	2	2	1783
gi|224006478|ref|XP_002292199.1|,gi|220971841|gb|EED90174.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.088	5	1.02e-4	2	2	1784
gi|224007090|ref|XP_002292505.1|,gi|220972147|gb|EED90480.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.131	5	6.05e-5	3	3	1785
gi|224007645|ref|XP_002292782.1|,gi|220971644|gb|EED89978.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.325	5	1.06e-4	4	4	1786
gi|224007821|ref|XP_002292870.1|,gi|220971732|gb|EED90066.1|	FADH-2,4-dienoyl-CoA reductase [Thalassiosira pseudonana CCMP1335]	0.085	5	2.60e-5	5	5	1787
gi|224008825|ref|XP_002293371.1|,gi|220970771|gb|EED89107.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.023	5	1.06e-5	4	4	1788
gi|224008843|ref|XP_002293380.1|,gi|220970780|gb|EED89116.1|	glutamyl-trna synthetase [Thalassiosira pseudonana CCMP1335]	0.090	5	3.99e-5	4	4	1789
gi|224008885|ref|XP_002293401.1|,gi|220970801|gb|EED89137.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.169	5	6.18e-5	4	4	1790
gi|224009778|ref|XP_002293847.1|,gi|220970519|gb|EED88856.1|	copper chaperone Cox17 [Thalassiosira pseudonana CCMP1335],copper chaperone Cox17, partial [Thalassiosira pseudonana CCMP1335]	0.205	5	2.67e-4	1	1	1791
gi|224009896|ref|XP_002293906.1|,gi|220970578|gb|EED88915.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.032	5	2.12e-5	2	2	1792
gi|224010687|ref|XP_002294301.1|,gi|220970318|gb|EED88656.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.087	5	3.78e-5	3	3	1793
gi|224011177|ref|XP_002295363.1|,gi|209583394|gb|ACI64080.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.094	5	3.50e-5	3	3	1794
gi|224011513|ref|XP_002295531.1|,gi|209583562|gb|ACI64248.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.073	5	2.91e-5	3	3	1795
gi|224011583|ref|XP_002295566.1|,gi|209583597|gb|ACI64283.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.047	5	5.45e-5	2	2	1796
gi|224012044|ref|XP_002294675.1|,gi|220969695|gb|EED88035.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.083	5	3.91e-5	3	3	1797
gi|224012471|ref|XP_002294888.1|,gi|220969327|gb|EED87668.1|	spermine synthase [Thalassiosira pseudonana CCMP1335]	0.114	5	6.96e-5	2	2	1798
gi|224012555|ref|XP_002294930.1|,gi|220969369|gb|EED87710.1|	cold-shock DNA-binding domain-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.451	5	2.04e-4	2	2	1799
gi|224013622|ref|XP_002296475.1|,gi|220968827|gb|EED87171.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.036	5	3.39e-5	2	2	1800
gi|224013748|ref|XP_002296538.1|,gi|220968890|gb|EED87234.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.095	5	6.38e-5	3	0	1801
gi|224013752|ref|XP_002296540.1|,gi|220968892|gb|EED87236.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.064	5	7.82e-5	2	2	1802
gi|224013944|ref|XP_002296636.1|,gi|220968988|gb|EED87332.1|,gi|224012637|ref|XP_002294971.1|,gi|220969410|gb|EED87751.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.042	5	1.65e-5	3	3	1803
gi|224015078|ref|XP_002297200.1|,gi|220968175|gb|EED86525.1|	glutmatae dehydrogenase, nadp-gdh, partial [Thalassiosira pseudonana CCMP1335]	0.087	5	4.74e-5	3	3	1804
gi|224015821|ref|XP_002297558.1|,gi|220967766|gb|EED86143.1|,gi|118411221|ref|YP_874615.1|,gi|125991207|sp|A0T103.1|THIG_THAPS,gi|2050584499|gb|QWM93040.1|,gi|116739968|gb|ABK20838.1|	thiamine biosynthesis protein [Thalassiosira pseudonana CCMP1335],thiamin biosynthesis protein G (chloroplast) [Thalassiosira pseudonana],RecName: Full=Thiazole synthase,thiamine biosynthesis protein (chloroplast) [Thalassiosira pseudonana],thiamine biosynthesis protein G (chloroplast) [Thalassiosira pseudonana]	0.219	5	7.74e-5	4	4	1805
gi|74100255|gb|AAZ99416.1|,gi|2050584394|gb|QWM92936.1|,gi|74325189|ref|YP_316609.1|	ribosomal protein L2 (mitochondrion) [Thalassiosira pseudonana]	0.091	5	7.85e-5	2	2	1806
AAZ26507.1,WP_011044699.1	acetyl-CoA synthetase [Colwellia psychrerythraea 34H],acetate--CoA ligase [Colwellia psychrerythraea]	0.017	4	2.57e-5	1	0	1807
gi|118411212|ref|YP_874606.1|,gi|116739959|gb|ABK20829.1|,gi|125987639|sp|A0T0Z4.1|RPOA_THAPS	RNA polymerase alpha subunit (chloroplast) [Thalassiosira pseudonana],DNA-directed RNA polymerase alpha chain (chloroplast) [Thalassiosira pseudonana],RecName: Full=DNA-directed RNA polymerase subunit alpha; Short=PEP; AltName: Full=Plastid-encoded RNA polymerase subunit alpha; Short=RNA polymerase subunit alpha	0.051	4	5.32e-5	2	2	1808
gi|2050584508|gb|QWM93049.1|	alpha subunit of RNA polymerase (chloroplast) [Thalassiosira pseudonana]	0.050	4	5.20e-5	2	2	1808
gi|118411216|ref|YP_874610.1|,gi|2050584504|gb|QWM93045.1|,gi|125987677|sp|A0T0Z8.1|RR12_THAPS,gi|116739963|gb|ABK20833.1|	ribosomal protein S12 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS12c; AltName: Full=30S ribosomal protein S12, chloroplastic,30S ribosomal protein S12 (chloroplast) [Thalassiosira pseudonana]	0.145	4	1.34e-4	2	1	1809
gi|125987615|sp|A0T0R3.1|RK33_THAPS,gi|118411131|ref|YP_874525.1|,gi|116739878|gb|ABK20748.1|,gi|2050584448|gb|QWM92989.1|,gi|220967803|gb|EED86179.1|,gi|224015782|ref|XP_002297539.1|	RecName: Full=Large ribosomal subunit protein bL33c; AltName: Full=50S ribosomal protein L33, chloroplastic,ribosomal protein L33 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L33 (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335]	0.172	4	2.60e-4	1	1	1810
gi|2050584404|gb|QWM92946.1|	cytochrome b (mitochondrion) [Thalassiosira pseudonana]	0.062	4	3.96e-5	3	2	1811
gi|2050584545|gb|QWM93086.1|,gi|118411231|ref|YP_874625.1|,gi|125987569|sp|A0T0V7.1|RK27_THAPS,gi|116739978|gb|ABK20848.1|,gi|118411175|ref|YP_874569.1|,gi|2050584489|gb|QWM93030.1|,gi|116739922|gb|ABK20792.1|	ribosomal protein L27 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein bL27c; AltName: Full=50S ribosomal protein L27, chloroplastic,50S ribosomal protein L27 (chloroplast) [Thalassiosira pseudonana]	0.381	4	1.98e-4	3	3	1812
gi|209583502|gb|ACI64188.1|,gi|224011393|ref|XP_002295471.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.051	4	4.73e-5	2	2	1813
gi|209583640|gb|ACI64326.1|,gi|317376157|sp|B5YM03.1|CYNS_THAPS,gi|224011669|ref|XP_002295609.1|	cyanate lyase [Thalassiosira pseudonana CCMP1335],RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase	0.190	4	8.12e-5	3	3	1814
gi|209585856|gb|ACI64541.1|,gi|224004346|ref|XP_002295824.1|	WD-40 repeat containing protein [Thalassiosira pseudonana CCMP1335]	0.179	4	4.59e-5	4	4	1815
gi|209586027|gb|ACI64712.1|,gi|224005388|ref|XP_002296345.1|,gi|224004688|ref|XP_002295995.1|,gi|209586377|gb|ACI65062.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335],hypothetical protein THAPS_263298, partial [Thalassiosira pseudonana CCMP1335]	0.094	4	2.85e-5	3	3	1816
gi|209586069|gb|ACI64754.1|,gi|224004772|ref|XP_002296037.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.081	4	5.59e-5	2	2	1817
gi|209586090|gb|ACI64775.1|,gi|224004814|ref|XP_002296058.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.063	4	1.88e-5	4	4	1818
gi|220968253|gb|EED86602.1|,gi|224014945|ref|XP_002297134.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.052	4	3.21e-5	2	2	1819
gi|220968452|gb|EED86800.1|,gi|224014820|ref|XP_002297072.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.153	4	5.42e-5	3	3	1820
gi|220968632|gb|EED86978.1|,gi|224014228|ref|XP_002296777.1|	metalloprotease [Thalassiosira pseudonana CCMP1335]	0.060	4	2.55e-5	3	3	1821
gi|220968639|gb|EED86985.1|,gi|224014242|ref|XP_002296784.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.303	4	5.66e-5	4	4	1822
gi|220968963|gb|EED87307.1|,gi|224013894|ref|XP_002296611.1|	replication factor C 37 KD subunit [Thalassiosira pseudonana CCMP1335]	0.068	4	4.96e-5	2	2	1823
gi|220969361|gb|EED87702.1|,gi|224012539|ref|XP_002294922.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.088	4	2.04e-5	4	4	1824
gi|220969458|gb|EED87799.1|,gi|224012733|ref|XP_002295019.1|	luminal binding protein, partial [Thalassiosira pseudonana CCMP1335]	0.045	4	2.65e-5	2	2	1825
gi|220969483|gb|EED87824.1|,gi|224012783|ref|XP_002295044.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.036	4	4.28e-5	2	2	1826
gi|220969586|gb|EED87926.1|,gi|224011826|ref|XP_002294566.1|	NAD or nadp-dependent reductase, partial [Thalassiosira pseudonana CCMP1335]	0.080	4	2.70e-5	3	3	1827
gi|220969677|gb|EED88017.1|,gi|224012008|ref|XP_002294657.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.066	4	7.30e-5	1	1	1828
gi|220969811|gb|EED88151.1|,gi|224012276|ref|XP_002294791.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.033	4	2.04e-5	2	2	1829
gi|220970339|gb|EED88676.1|,gi|224009418|ref|XP_002293667.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.039	4	2.23e-5	3	3	1830
gi|220970617|gb|EED88954.1|,gi|224009974|ref|XP_002293945.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.034	4	2.19e-5	2	2	1831
gi|220970655|gb|EED88992.1|,gi|224010050|ref|XP_002293983.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.061	4	3.38e-5	2	2	1832
gi|220970691|gb|EED89027.1|,gi|224008665|ref|XP_002293291.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.023	4	2.04e-5	2	1	1833
gi|220970763|gb|EED89099.1|,gi|224008809|ref|XP_002293363.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.107	4	4.36e-5	2	2	1834
gi|220970826|gb|EED89162.1|,gi|224008935|ref|XP_002293426.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.074	4	5.59e-5	2	2	1835
gi|220971116|gb|EED89451.1|,gi|224008062|ref|XP_002292990.1|	hypothetical protein THAPSDRAFT_263883, partial [Thalassiosira pseudonana CCMP1335],hypothetical protein THAPSDRAFT_263883 [Thalassiosira pseudonana CCMP1335]	0.059	4	3.53e-5	3	3	1836
