Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|75905845|gb|ABA29338.1|	copper expressed protein 15 [Thalassiosira pseudonana]	0.609	31	6.79e-4	13	13	387
gi|116739856|gb|ABK20726.1|,gi|224015802|ref|XP_002297549.1|,gi|118411109|ref|YP_874503.1|,gi|220967813|gb|EED86189.1|,gi|226698825|sp|A0T0P1.1|ATPF2_THAPS,gi|2050584470|gb|QWM93011.1|	ATP synthase CF0 B' chain subunit II (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],ATP synthase CF0 B' subunit (chloroplast) [Thalassiosira pseudonana],RecName: Full=ATP synthase subunit b', chloroplastic; AltName: Full=ATP synthase F(0) sector subunit b'; AltName: Full=ATPase subunit II,CF0 subunit II of ATP synthase (chloroplast) [Thalassiosira pseudonana]	0.429	30	0.001	7	7	388
gi|220972011|gb|EED90344.1|,gi|224006818|ref|XP_002292369.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.537	30	0.001	7	7	389
gi|220972615|gb|EED90947.1|,gi|224006271|ref|XP_002292096.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.473	30	0.001	3	3	390
gi|220976638|gb|EED94965.1|,gi|223995697|ref|XP_002287522.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.331	30	3.28e-4	12	12	391
gi|220976702|gb|EED95029.1|,gi|223995825|ref|XP_002287586.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.202	30	3.11e-4	9	9	392
gi|223995479|ref|XP_002287413.1|,gi|220976529|gb|EED94856.1|	hypothetical protein THAPSDRAFT_2669 [Thalassiosira pseudonana CCMP1335]	0.456	30	5.20e-4	10	10	393
gi|224008018|ref|XP_002292968.1|,gi|220971094|gb|EED89429.1|	myo-inositol-1-phosphate synthase-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.244	30	3.14e-4	13	13	394
gi|224010068|ref|XP_002293992.1|,gi|220970664|gb|EED89001.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.341	30	7.36e-4	8	8	395
gi|224014546|ref|XP_002296935.1|,gi|220968315|gb|EED86663.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.026	30	8.69e-5	7	7	396
gi|118411135|ref|YP_874529.1|,gi|125987726|sp|A0T0R7.1|ATPE_THAPS,gi|116739882|gb|ABK20752.1|,gi|2050584444|gb|QWM92985.1|	ATP synthase CF1 epsilon subunit (chloroplast) [Thalassiosira pseudonana],RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit,ATP synthase CF1 epsilon chain (chloroplast) [Thalassiosira pseudonana],CF1 epsilon subunit of ATP synthase (chloroplast) [Thalassiosira pseudonana]	0.564	29	0.001	10	10	397
gi|18999435|gb|AAH24292.1|,gi|27503816|gb|AAH42132.1|	(CONTAMINANT) Keratin 5 [Homo sapiens]	0.175	29	2.62e-4	10	5	398
gi|2050584500|gb|QWM93041.1|,gi|116739967|gb|ABK20837.1|,gi|118411220|ref|YP_874614.1|	ATP-binding subunit of Clp protease (chloroplast) [Thalassiosira pseudonana],ATP-dependent clp protease ATP-binding subunit (chloroplast) [Thalassiosira pseudonana],Clp protease ATP binding subunit (chloroplast) [Thalassiosira pseudonana]	0.144	29	1.71e-4	14	13	399
gi|209586173|gb|ACI64858.1|,gi|224004980|ref|XP_002296141.1|	RL3, ribosomal protein 3, 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.127	29	3.91e-4	7	7	400
gi|220969014|gb|EED87357.1|,gi|224013279|ref|XP_002295291.1|	hypothetical protein THAPSDRAFT_264946, partial [Thalassiosira pseudonana CCMP1335]	0.249	29	4.48e-4	11	11	401
gi|220970990|gb|EED89326.1|,gi|224009263|ref|XP_002293590.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.152	29	1.02e-4	16	16	402
gi|220971335|gb|EED89670.1|,gi|224008500|ref|XP_002293209.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.318	29	5.98e-4	8	8	403
gi|220973163|gb|EED91494.1|,gi|224003431|ref|XP_002291387.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.530	29	5.15e-4	14	14	404
gi|220974560|gb|EED92889.1|,gi|223999359|ref|XP_002289352.1|	cell division cycle protein 48 [Thalassiosira pseudonana CCMP1335]	0.229	29	2.28e-4	12	11	405
gi|220977407|gb|EED95733.1|,gi|223992817|ref|XP_002286092.1|	alkaline phosphatase, partial [Thalassiosira pseudonana CCMP1335],alkaline phosphatase [Thalassiosira pseudonana CCMP1335]	0.140	29	1.62e-4	10	10	406
gi|223999063|ref|XP_002289204.1|,gi|220974412|gb|EED92741.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.354	29	4.07e-4	13	13	407
gi|223999105|ref|XP_002289225.1|,gi|220974433|gb|EED92762.1|	glutamate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.292	29	3.06e-4	12	12	408
gi|224004686|ref|XP_002295994.1|,gi|209586026|gb|ACI64711.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.415	29	6.54e-4	10	1	409
gi|224007094|ref|XP_002292507.1|,gi|220972149|gb|EED90482.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.471	29	6.99e-4	8	8	410
gi|224008182|ref|XP_002293050.1|,gi|220971176|gb|EED89511.1|	glutamine-fructose-6-phosphate transaminase [Thalassiosira pseudonana CCMP1335]	0.201	29	2.16e-4	13	4	411
gi|224008192|ref|XP_002293055.1|,gi|220971181|gb|EED89516.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.243	29	2.61e-4	13	4	411
gi|224014437|ref|XP_002296881.1|,gi|220968518|gb|EED86865.1|	hypothetical protein THAPSDRAFT_42612 [Thalassiosira pseudonana CCMP1335]	0.364	29	4.61e-4	12	12	412
gi|54398628|gb|AAV33786.1|	copper-induced girdle band-associated cell surface protein precursor [Thalassiosira pseudonana]	0.142	29	1.68e-4	12	1	413
gi|209583468|gb|ACI64154.1|,gi|224011325|ref|XP_002295437.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.142	29	1.68e-4	12	1	413
gi|116739966|gb|ABK20836.1|,gi|125987661|sp|A0T101.1|RR10_THAPS,gi|2050584501|gb|QWM93042.1|,gi|118411219|ref|YP_874613.1|	30S ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS10c; AltName: Full=30S ribosomal protein S10, chloroplastic,ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana]	0.617	28	0.001	9	9	414
gi|220968035|gb|EED86393.1|,gi|224015330|ref|XP_002297322.1|	hypothetical protein THAPSDRAFT_bd1160, partial [Thalassiosira pseudonana CCMP1335]	0.649	28	0.001	12	3	415
gi|220970482|gb|EED88819.1|,gi|224009704|ref|XP_002293810.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.292	28	6.21e-4	7	7	416
gi|220971480|gb|EED89814.1|,gi|224007317|ref|XP_002292618.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.142	28	1.99e-4	10	10	417
gi|220973734|gb|EED92064.1|,gi|224001280|ref|XP_002290312.1|	alanine-trna ligase [Thalassiosira pseudonana CCMP1335]	0.202	28	1.54e-4	14	14	418
gi|220977410|gb|EED95736.1|,gi|223992823|ref|XP_002286095.1|	guanine nucleotide binding protein beta subunit-like protein [Thalassiosira pseudonana CCMP1335]	0.252	28	4.57e-4	6	6	419
gi|224002709|ref|XP_002291026.1|,gi|220972802|gb|EED91133.1|	20S proteasome subunit alpha type 1 [Thalassiosira pseudonana CCMP1335]	0.320	28	5.48e-4	10	10	420
gi|224006297|ref|XP_002292109.1|,gi|220972628|gb|EED90960.1|	lysyl-trna synthetase [Thalassiosira pseudonana CCMP1335]	0.182	28	2.44e-4	11	11	421
gi|224008839|ref|XP_002293378.1|,gi|220970778|gb|EED89114.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.372	28	5.38e-4	7	7	422
gi|224009582|ref|XP_002293749.1|,gi|220970421|gb|EED88758.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.299	28	5.71e-4	10	10	423
gi|224009668|ref|XP_002293792.1|,gi|220970464|gb|EED88801.1|	RS6, ribosomal protein 6 [Thalassiosira pseudonana CCMP1335]	0.362	28	6.13e-4	10	10	424
gi|224013265|ref|XP_002295284.1|,gi|220969007|gb|EED87350.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.253	28	7.53e-4	6	4	425
gi|54398630|gb|AAV33787.1|	copper-induced girdle band-associated cell surface protein precursor [Thalassiosira pseudonana]	0.132	28	1.62e-4	11	0	426
gi|220974494|gb|EED92823.1|,gi|223999227|ref|XP_002289286.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.225	27	3.47e-4	6	6	427
gi|220974717|gb|EED93046.1|,gi|223999673|ref|XP_002289509.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.279	27	3.52e-4	10	9	428
gi|223995135|ref|XP_002287251.1|,gi|220976367|gb|EED94694.1|	fucoxanthin chlorophyll a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.266	27	5.70e-4	7	2	429
gi|223999447|ref|XP_002289396.1|,gi|220974604|gb|EED92933.1|	asparagine synthase [Thalassiosira pseudonana CCMP1335]	0.176	27	2.44e-4	9	9	430
gi|223999741|ref|XP_002289543.1|,gi|220974751|gb|EED93080.1|	RL13e, ribosomal protein 13e 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.335	27	6.98e-4	9	9	431
gi|224005475|ref|XP_002291698.1|,gi|220972217|gb|EED90549.1|	argininosuccinate lyase [Thalassiosira pseudonana CCMP1335]	0.307	27	3.07e-4	12	12	432
gi|224007497|ref|XP_002292708.1|,gi|220971570|gb|EED89904.1|	hypothetical protein THAPSDRAFT_8524 [Thalassiosira pseudonana CCMP1335]	0.167	27	1.34e-4	15	15	433
gi|224013188|ref|XP_002295246.1|,gi|220969208|gb|EED87550.1|	probable nucleoside disphosphate kinase [Thalassiosira pseudonana CCMP1335]	0.349	27	9.65e-4	10	7	434
gi|224015074|ref|XP_002297198.1|,gi|220968173|gb|EED86523.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.364	27	6.22e-4	6	6	435
gi|209586378|gb|ACI65063.1|,gi|224005390|ref|XP_002296346.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.398	26	7.25e-4	9	0	436
gi|220968219|gb|EED86568.1|,gi|224014877|ref|XP_002297100.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.304	26	2.73e-4	13	13	437
gi|220969287|gb|EED87628.1|,gi|224012391|ref|XP_002294848.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.283	26	3.38e-4	11	11	438
gi|220971246|gb|EED89581.1|,gi|224008322|ref|XP_002293120.1|	5-methyltretrahydrofolate-homocysteine s-methyltransferase [Thalassiosira pseudonana CCMP1335]	0.103	26	1.11e-4	11	11	439
gi|220972368|gb|EED90700.1|,gi|224005777|ref|XP_002291849.1|	glyceraldehyde-3-phosphate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.317	26	3.92e-4	11	11	440
gi|220972595|gb|EED90927.1|,gi|224006231|ref|XP_002292076.1|	luminal binding protein, partial [Thalassiosira pseudonana CCMP1335]	0.237	26	2.16e-4	12	12	441
gi|220973173|gb|EED91504.1|,gi|224003451|ref|XP_002291397.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.380	26	5.84e-4	7	7	442
gi|220973514|gb|EED91844.1|,gi|224000840|ref|XP_002290092.1|	cold-shock DNA-binding domain-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.569	26	0.002	4	4	443
gi|220973756|gb|EED92086.1|,gi|224001324|ref|XP_002290334.1|	hypothetical protein THAPSDRAFT_40788 [Thalassiosira pseudonana CCMP1335]	0.358	26	4.38e-4	10	10	444
gi|224004900|ref|XP_002296101.1|,gi|209586133|gb|ACI64818.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.420	26	7.87e-4	8	8	445
gi|224007100|ref|XP_002292510.1|,gi|220972152|gb|EED90485.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.463	26	3.79e-4	14	12	446
gi|224008260|ref|XP_002293089.1|,gi|220971215|gb|EED89550.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.135	26	2.23e-4	7	1	447
gi|224009544|ref|XP_002293730.1|,gi|220970402|gb|EED88739.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.225	26	3.00e-4	9	9	448
gi|224012523|ref|XP_002294914.1|,gi|220969353|gb|EED87694.1|	polyadenlyte binding protein, partial [Thalassiosira pseudonana CCMP1335]	0.208	26	2.26e-4	9	9	449
gi|224013710|ref|XP_002296519.1|,gi|220968871|gb|EED87215.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.197	26	2.27e-4	10	10	450
gi|118411126|ref|YP_874520.1|,gi|220967780|gb|EED86156.1|,gi|125987744|sp|A0T0Q8.1|RR2_THAPS,gi|224015736|ref|XP_002297516.1|,gi|2050584453|gb|QWM92994.1|,gi|116739873|gb|ABK20743.1|	ribosomal protein S2 (chloroplast) [Thalassiosira pseudonana],RR2, ribosomal protein 2 [Thalassiosira pseudonana CCMP1335],RecName: Full=Small ribosomal subunit protein uS2c; AltName: Full=30S ribosomal protein S2, chloroplastic,30S ribosomal protein S2 (chloroplast) [Thalassiosira pseudonana]	0.405	25	5.86e-4	9	9	451
gi|118411190|ref|YP_874584.1|,gi|116739937|gb|ABK20807.1|,gi|125987628|sp|A0T0X2.1|RK3_THAPS	ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL3c; AltName: Full=50S ribosomal protein L3, chloroplastic	0.512	25	6.43e-4	8	8	452
gi|2050584530|gb|QWM93071.1|	ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana]	0.488	25	6.13e-4	8	8	452
gi|220968792|gb|EED87136.1|,gi|224013552|ref|XP_002296440.1|	pyruvate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.259	25	3.96e-4	7	7	453
gi|220969916|gb|EED88255.1|,gi|224010928|ref|XP_002294421.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.433	25	9.44e-4	6	6	454
gi|220970480|gb|EED88817.1|,gi|224009700|ref|XP_002293808.1|	proteasome subunit alpha type 5 [Thalassiosira pseudonana CCMP1335]	0.488	25	5.46e-4	12	12	455
gi|220971218|gb|EED89553.1|,gi|224008266|ref|XP_002293092.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.165	25	2.62e-4	7	1	456
gi|220971585|gb|EED89919.1|,gi|224007527|ref|XP_002292723.1|	hypothetical protein THAPSDRAFT_29506 [Thalassiosira pseudonana CCMP1335]	0.667	25	0.001	6	6	457
gi|220971797|gb|EED90131.1|,gi|224007951|ref|XP_002292935.1|	synaptobrevin, partial [Thalassiosira pseudonana CCMP1335]	0.346	25	8.37e-4	6	6	458
gi|220974387|gb|EED92716.1|,gi|223999013|ref|XP_002289179.1|	casein kinase-like protein [Thalassiosira pseudonana CCMP1335]	0.146	25	4.06e-4	7	7	459
gi|220975658|gb|EED93986.1|,gi|223997754|ref|XP_002288550.1|	cyclophilin-type peptidyl-prolyl cis-trans isomerase [Thalassiosira pseudonana CCMP1335]	0.367	25	7.39e-4	6	6	460
gi|220976649|gb|EED94976.1|,gi|223995719|ref|XP_002287533.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.331	25	5.24e-4	10	10	461
gi|223993165|ref|XP_002286266.1|,gi|220977581|gb|EED95907.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.231	25	2.77e-4	11	10	462
gi|223996365|ref|XP_002287856.1|,gi|220976972|gb|EED95299.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.166	25	4.02e-4	6	6	463
gi|223996485|ref|XP_002287916.1|,gi|220977032|gb|EED95359.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.658	25	7.23e-4	8	8	464
gi|223998466|ref|XP_002288906.1|,gi|220976014|gb|EED94342.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.169	25	1.63e-4	11	11	465
gi|224003823|ref|XP_002291583.1|,gi|220973359|gb|EED91690.1|	hypothetical protein THAPSDRAFT_269160 [Thalassiosira pseudonana CCMP1335]	0.313	25	2.87e-4	11	10	466
gi|224005991|ref|XP_002291956.1|,gi|220972475|gb|EED90807.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.483	25	7.56e-4	9	9	467
gi|224006480|ref|XP_002292200.1|,gi|220971842|gb|EED90175.1|	hypothetical protein THAPSDRAFT_269412 [Thalassiosira pseudonana CCMP1335]	0.399	25	4.35e-4	11	11	468
gi|224009075|ref|XP_002293496.1|,gi|220970896|gb|EED89232.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.304	25	3.78e-4	8	8	469
gi|224009484|ref|XP_002293700.1|,gi|220970372|gb|EED88709.1|	hypothetical protein THAPSDRAFT_42326 [Thalassiosira pseudonana CCMP1335]	0.317	25	2.19e-4	14	14	470
gi|224010431|ref|XP_002294173.1|,gi|220970190|gb|EED88528.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.421	25	7.78e-4	9	9	471
gi|224014656|ref|XP_002296990.1|,gi|220968370|gb|EED86718.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.098	25	1.03e-4	12	5	472
gi|209586380|gb|ACI65065.1|,gi|224005394|ref|XP_002296348.1|	bacterial protein translation initiation factor 2 [Thalassiosira pseudonana CCMP1335]	0.302	24	2.17e-4	14	14	473
gi|220969042|gb|EED87385.1|,gi|224013335|ref|XP_002295319.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.262	24	2.45e-4	14	14	474
gi|220970601|gb|EED88938.1|,gi|224009942|ref|XP_002293929.1|	t-complex protein 1 alpha subunit chaperonin-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.281	24	2.33e-4	13	13	475
gi|220971645|gb|EED89979.1|,gi|224007647|ref|XP_002292783.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.428	24	4.84e-4	11	11	476
gi|220972897|gb|EED91228.1|,gi|224002899|ref|XP_002291121.1|	nucleoside diphosphate kinase [Thalassiosira pseudonana CCMP1335]	0.250	24	8.41e-4	7	4	477
gi|220976792|gb|EED95119.1|,gi|223996005|ref|XP_002287676.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.178	24	1.99e-4	9	9	478
gi|223992539|ref|XP_002285953.1|,gi|220977268|gb|EED95594.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.163	24	1.11e-4	14	14	479
gi|223993205|ref|XP_002286286.1|,gi|220977601|gb|EED95927.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.277	24	2.83e-4	9	9	480
gi|223994227|ref|XP_002286797.1|,gi|220978112|gb|EED96438.1|	RS30, ribosomal protein 30 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.364	24	0.002	9	9	481
gi|223997910|ref|XP_002288628.1|,gi|220975736|gb|EED94064.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.353	24	3.07e-4	10	10	482
gi|223999297|ref|XP_002289321.1|,gi|220974529|gb|EED92858.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.314	24	3.86e-4	9	9	483
gi|224009464|ref|XP_002293690.1|,gi|220970362|gb|EED88699.1|	eukaryotic translation initiation factor 4A [Thalassiosira pseudonana CCMP1335]	0.228	24	3.46e-4	7	6	484
gi|2873343181|pdb|8ZEH|A	Chain A, Tp-Lhcr18	0.574	24	8.63e-4	10	1	485
gi|2873343191|pdb|8ZEH|L	Chain L, Fucoxanthin chlorophyll a/c light-harvesting protein	0.152	24	5.89e-4	5	0	486
gi|209585774|gb|ACI64459.1|,gi|224004182|ref|XP_002295742.1|	isocitrate lyase [Thalassiosira pseudonana CCMP1335]	0.220	23	2.26e-4	10	10	487
gi|220969069|gb|EED87412.1|,gi|224013389|ref|XP_002295346.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.234	23	2.29e-4	8	8	488
gi|220971561|gb|EED89895.1|,gi|224007479|ref|XP_002292699.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.242	23	2.19e-4	11	11	489
gi|220973190|gb|EED91521.1|,gi|224003485|ref|XP_002291414.1|	26S proteasome ATPase regulatory subunit [Thalassiosira pseudonana CCMP1335]	0.375	23	2.87e-4	10	10	490
gi|220973409|gb|EED91740.1|,gi|224003923|ref|XP_002291633.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.537	23	4.17e-4	15	13	491
gi|220976459|gb|EED94786.1|,gi|223995319|ref|XP_002287343.1|	dihydrolipoamide s-acetyltransferase [Thalassiosira pseudonana CCMP1335]	0.187	23	2.41e-4	9	9	492
gi|220977724|gb|EED96050.1|,gi|223993451|ref|XP_002286409.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.240	23	1.93e-4	13	13	493
gi|224000247|ref|XP_002289796.1|,gi|220975004|gb|EED93333.1|	RS16, ribosomal protein 16 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.427	23	8.56e-4	7	7	494
gi|224003359|ref|XP_002291351.1|,gi|220973127|gb|EED91458.1|	hypothetical protein THAPSDRAFT_508 [Thalassiosira pseudonana CCMP1335]	0.177	23	2.67e-4	8	8	495
gi|224003407|ref|XP_002291375.1|,gi|220973151|gb|EED91482.1|	GTP binding protein [Thalassiosira pseudonana CCMP1335]	0.339	23	3.37e-4	11	11	496
gi|224007901|ref|XP_002292910.1|,gi|220971772|gb|EED90106.1|	methylthioadenosine/S-adenosyl homocysteine nucleosidase [Thalassiosira pseudonana CCMP1335]	0.386	23	4.92e-4	7	7	497
gi|224009598|ref|XP_002293757.1|,gi|220970429|gb|EED88766.1|	stromal processing peptidase, partial [Thalassiosira pseudonana CCMP1335]	0.174	23	1.20e-4	13	13	498
gi|224014381|ref|XP_002296853.1|,gi|220968490|gb|EED86837.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.311	23	5.44e-4	6	6	499
gi|220968544|gb|EED86890.1|,gi|224014052|ref|XP_002296689.1|	phosphoglycerate kinase [Thalassiosira pseudonana CCMP1335]	0.295	22	2.68e-4	11	11	500
gi|220969175|gb|EED87517.1|,gi|224013122|ref|XP_002295213.1|	importin alpha 1 subunit-like protein [Thalassiosira pseudonana CCMP1335]	0.212	22	2.09e-4	9	9	501
gi|220973938|gb|EED92268.1|,gi|224001688|ref|XP_002290516.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.213	22	2.63e-4	12	12	502
gi|220974089|gb|EED92419.1|,gi|224001990|ref|XP_002290667.1|	cell division cycle protein 48 [Thalassiosira pseudonana CCMP1335]	0.186	22	1.30e-4	12	11	503
gi|220975518|gb|EED93846.1|,gi|223997474|ref|XP_002288410.1|	formate-tetrahydrofolate ligase [Thalassiosira pseudonana CCMP1335]	0.283	22	1.79e-4	12	12	504
gi|220976328|gb|EED94655.1|,gi|223995057|ref|XP_002287212.1|	hypothetical protein THAPSDRAFT_261275, partial [Thalassiosira pseudonana CCMP1335]	0.425	22	5.53e-4	8	8	505
gi|220976869|gb|EED95196.1|,gi|223996159|ref|XP_002287753.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.192	22	2.47e-4	7	7	506
gi|220976895|gb|EED95222.1|,gi|223996211|ref|XP_002287779.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.249	22	2.72e-4	11	11	507
gi|220978136|gb|EED96462.1|,gi|223994275|ref|XP_002286821.1|	HSP90 domain-containing protein [Thalassiosira pseudonana CCMP1335]	0.224	22	1.56e-4	13	13	508
gi|223995699|ref|XP_002287523.1|,gi|220976639|gb|EED94966.1|	pyruvate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.189	22	3.12e-4	11	11	509
gi|224000549|ref|XP_002289947.1|,gi|220975155|gb|EED93484.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.515	22	5.86e-4	7	7	510
gi|224004984|ref|XP_002296143.1|,gi|209586175|gb|ACI64860.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.484	22	3.71e-4	12	12	511
gi|224005058|ref|XP_002296180.1|,gi|209586212|gb|ACI64897.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.155	22	1.59e-4	12	12	512
gi|224013492|ref|XP_002296410.1|,gi|220968762|gb|EED87106.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.226	22	6.01e-4	4	4	513
gi|2873343185|pdb|8ZEH|F	Chain F, Tp-Lhcr20	0.365	22	6.89e-4	7	1	514
gi|3069680535|gb|YAV07916.1|,gi|223997332|ref|XP_002288339.1|,gi|220975447|gb|EED93775.1|	Sequence 46 from patent US 12123042 B2,geranylgeranyl pyrophosphate synthetase [Thalassiosira pseudonana CCMP1335]	0.298	22	3.46e-4	7	7	515
gi|209583455|gb|ACI64141.1|,gi|224011299|ref|XP_002295424.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.111	21	1.30e-4	9	9	516
gi|220968629|gb|EED86975.1|,gi|224014222|ref|XP_002296774.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.350	21	9.09e-4	4	4	517
gi|220969999|gb|EED88338.1|,gi|224011094|ref|XP_002294504.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.254	21	2.81e-4	8	8	518
gi|220970059|gb|EED88397.1|,gi|224010169|ref|XP_002294042.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.350	21	3.16e-4	9	9	519
gi|220975172|gb|EED93501.1|,gi|224000583|ref|XP_002289964.1|	the t-complex beta chaperonin-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.226	21	2.18e-4	8	8	520
gi|220978394|gb|EED96720.1|,gi|223994791|ref|XP_002287079.1|	proteasome subunit alpha type 3 [Thalassiosira pseudonana CCMP1335]	0.350	21	4.08e-4	8	8	521
gi|223993013|ref|XP_002286190.1|,gi|220977505|gb|EED95831.1|	aspartate aminotransferase [Thalassiosira pseudonana CCMP1335]	0.264	21	2.69e-4	9	9	522
gi|223994143|ref|XP_002286755.1|,gi|220978070|gb|EED96396.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.187	21	1.93e-4	8	8	523
gi|223994413|ref|XP_002286890.1|,gi|220978205|gb|EED96531.1|	cation transport ATPase [Thalassiosira pseudonana CCMP1335]	0.091	21	1.10e-4	7	7	524
gi|223995577|ref|XP_002287462.1|,gi|220976578|gb|EED94905.1|	thioredoxin f [Thalassiosira pseudonana CCMP1335]	0.597	21	7.76e-4	8	8	525
gi|223999513|ref|XP_002289429.1|,gi|220974637|gb|EED92966.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.896	21	0.001	6	6	526
gi|2873343215|pdb|8ZET|l,gi|2873343200|pdb|8ZEH|l	Chain l, Photosystem I reaction center subunit XI	0.308	21	7.66e-4	4	1	527
gi|15080273|gb|AAH11901.1|,gi|33991652|gb|AAH56421.1|	(CONTAMINANT) Keratin 17 [Homo sapiens]	0.194	20	2.46e-4	10	2	528
gi|220968081|gb|EED86437.1|,gi|224015258|ref|XP_002297287.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.263	20	3.30e-4	8	8	529
gi|220968328|gb|EED86676.1|,gi|224014572|ref|XP_002296948.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.222	20	1.64e-4	13	13	530
